week;region;unemployed;level;population;pass;pass_exist
2020-06-22 00:00:00;Вологодская;448;2;1160445;0;2
2020-06-22 00:00:00;Воронежская;990;1;2324205;1;0
2020-06-22 00:00:00;Дагестан;1240;1;3110858;1;1
2020-06-22 00:00:00;Еврейская АО;6766;1;158305;1;1
2020-06-22 00:00:00;Забайкальский край;4920;1;1059700;1;1
2020-06-22 00:00:00;Ивановская;1995;1;997135;1;0
2020-06-22 00:00:00;Ингушетия;4764;1;507061;1;0
2020-06-22 00:00:00;Иркутская;5890;1;2391193;0;2
2020-06-22 00:00:00;Кабардино-Балкария;499;1;868350;1;0
2020-06-22 00:00:00;Калининградская;1560;2;1012512;1;1
2020-06-22 00:00:00;Калмыкия;543;2;271135;0;1
2020-06-22 00:00:00;Калужская;708;1;1002575;1;0
2020-06-22 00:00:00;Камчатский край;544;1;313016;0;2
2020-06-22 00:00:00;Карачаево-Черкессия;632;1;465528;1;0
2020-06-22 00:00:00;Карелия;144;2;614064;1;0
2020-06-22 00:00:00;Кемеровская;974;1;2657854;1;0
2020-06-22 00:00:00;Кировская;420;2;1262402;1;0
2020-06-22 00:00:00;Коми;952;1;820473;0;1
2020-06-22 00:00:00;Костромская;193;1;633385;1;0
2020-06-22 00:00:00;Краснодарский край;3582;2;5675462;1;1
2020-06-22 00:00:00;Красноярский край;665;1;2866255;1;1
2020-06-22 00:00:00;Крым;631;1;1912622;1;0
2020-06-22 00:00:00;Курганская;715;1;827166;1;1
2020-06-22 00:00:00;Курская;1819;1;1104008;1;0
2020-06-22 00:00:00;Ленинградская;2901;1;1875872;1;0
2020-06-22 00:00:00;Липецкая;875;1;1139371;1;1
2020-06-22 00:00:00;Магаданская;1198;1;140149;1;0
2020-06-22 00:00:00;Марий Эл;624;1;679417;1;0
2020-06-22 00:00:00;Мордовия;4134;1;790197;1;0
2020-06-22 00:00:00;Московская;47;1;7690863;1;1
2020-06-22 00:00:00;Мурманская;948;2;741404;1;0
2020-06-22 00:00:00;Нижегородская;657;1;3202946;1;1
2020-06-22 00:00:00;Новгородская;5364;1;596508;1;0
2020-06-22 00:00:00;Новосибирская;921;1;2798170;1;0
2020-06-22 00:00:00;Омская;49;2;1926665;0;1
2020-06-22 00:00:00;Оренбургская;1335;1;1956835;1;0
2020-06-22 00:00:00;Орловская;1172;1;733498;1;0
2020-06-22 00:00:00;Пензенская;3143;1;1305563;0;1
2020-06-22 00:00:00;Пермский край;3917;1;2599260;0;1
2020-06-22 00:00:00;Приморский край;583;1;1895868;0;1
2020-06-22 00:00:00;Псковская;2577;0;626115;1;0
2020-06-22 00:00:00;Ростовская;543;1;4197821;1;0
2020-06-22 00:00:00;Рязанская;829;2;1108847;1;2
2020-06-22 00:00:00;Самарская;291;1;3179532;1;0
2020-06-22 00:00:00;Санкт-Петербург;3709;0;5398064;1;0
2020-06-22 00:00:00;Саратовская;2599;1;2421895;1;0
2020-06-22 00:00:00;Саха;1110;1;971996;1;3
2020-06-22 00:00:00;Сахалинская;139;3;488257;1;0
2020-06-22 00:00:00;Свердловская;326;1;4310681;1;0
2020-06-22 00:00:00;Севастополь;368;2;449138;1;0
2020-06-22 00:00:00;Северная Осетия;452;1;696837;1;0
2020-06-22 00:00:00;Смоленская;130;0;934889;1;0
2020-06-22 00:00:00;Ставропольский край;781;1;2803573;1;1
2020-06-22 00:00:00;Тамбовская;352;1;1006748;1;3
2020-06-22 00:00:00;Татарстан;303;1;3902888;1;1
2020-06-22 00:00:00;Тверская;479;1;1260379;1;0
2020-06-22 00:00:00;Томская;273;1;1079271;1;0
2020-06-22 00:00:00;Тульская;1701;1;1466127;1;2
2020-06-22 00:00:00;Тыва;436;0;327383;1;0
2020-06-22 00:00:00;Тюменская;3212;2;1537416;1;0
2020-06-22 00:00:00;Удмуртия;1209;1;1500955;1;0
2020-06-22 00:00:00;Ульяновская;1272;1;1229824;0;1
2020-06-22 00:00:00;Хабаровский край;486;1;1315643;1;0
2020-06-22 00:00:00;Хакасия;772;1;534262;1;0
2020-06-22 00:00:00;ХМАО;2986;0;1674676;1;0
2020-06-22 00:00:00;Челябинская;1101;1;3466369;1;0
2020-06-22 00:00:00;Чечня;430;2;1478726;0;1
2020-06-22 00:00:00;Чувашия;1641;1;1217818;0;1
2020-06-22 00:00:00;Ямало-Ненецкий АО;0;1;544444;1;0
2020-06-22 00:00:00;Ярославская;0;1;1253389;1;0
2020-06-29 00:00:00;Адыгея;367;1;463088;1;1
2020-06-29 00:00:00;Алтай;182;1;220181;1;0
2020-06-29 00:00:00;Алтайский край;2071;1;2317153;1;0
2020-06-29 00:00:00;Амурская;3122;1;790044;1;0
2020-06-29 00:00:00;Архангельская;1849;1;1092424;1;1
2020-06-29 00:00:00;Астраханская;3850;2;1005782;1;1
2020-06-29 00:00:00;Башкортостан;1929;1;4038151;1;1
2020-06-29 00:00:00;Белгородская;885;1;1549151;1;0
2020-06-29 00:00:00;Брянская;2745;1;1192491;1;1
2020-06-29 00:00:00;Бурятия;593;2;985937;1;0
2020-06-29 00:00:00;Владимирская;1631;1;1358416;1;1
2020-06-29 00:00:00;Волгоградская;223;3;2491036;1;0
2020-06-29 00:00:00;Вологодская;4756;2;1160445;0;2
2020-06-29 00:00:00;Воронежская;656;1;2324205;1;0
2020-06-29 00:00:00;Дагестан;16079;1;3110858;1;1
2020-06-29 00:00:00;Еврейская АО;566;1;158305;1;1
2020-06-29 00:00:00;Забайкальский край;1399;1;1059700;1;1
2020-06-29 00:00:00;Ивановская;724;1;997135;1;0
2020-06-29 00:00:00;Ингушетия;1343;2;507061;1;0
2020-06-29 00:00:00;Иркутская;221;1;2391193;0;2
2020-06-29 00:00:00;Кабардино-Балкария;4784;2;868350;1;0
2020-06-29 00:00:00;Калининградская;607;2;1012512;1;1
2020-06-29 00:00:00;Калмыкия;1057;2;271135;0;1
2020-06-29 00:00:00;Калужская;6821;2;1002575;1;0
2020-06-29 00:00:00;Камчатский край;398;1;313016;0;2
2020-06-29 00:00:00;Карачаево-Черкессия;6728;1;465528;1;0
2020-06-29 00:00:00;Карелия;4290;2;614064;1;0
2020-06-29 00:00:00;Кемеровская;2163;1;2657854;1;0
2020-06-29 00:00:00;Кировская;70;2;1262402;1;0
2020-06-29 00:00:00;Коми;1443;1;820473;0;1
2020-06-29 00:00:00;Костромская;1964;1;633385;1;0
2020-06-29 00:00:00;Краснодарский край;2709;2;5675462;1;1
2020-06-29 00:00:00;Красноярский край;1815;1;2866255;1;1
2020-06-29 00:00:00;Крым;153;2;1912622;1;0
2020-06-29 00:00:00;Курганская;2072;1;827166;1;1
2020-06-29 00:00:00;Курская;1061;1;1104008;1;0
2020-06-29 00:00:00;Ленинградская;1884;1;1875872;1;0
2020-06-29 00:00:00;Липецкая;3896;2;1139371;1;1
2020-06-29 00:00:00;Марий Эл;5889;2;679417;1;0
2020-06-29 00:00:00;Мордовия;125;1;790197;1;0
2020-06-29 00:00:00;Московская;387;2;7690863;1;1
2020-06-29 00:00:00;Мурманская;875;2;741404;1;0
2020-06-29 00:00:00;Нижегородская;7105;1;3202946;1;1
2020-06-29 00:00:00;Новгородская;155;1;596508;1;0
2020-06-29 00:00:00;Новосибирская;989;1;2798170;1;0
2020-06-29 00:00:00;Омская;359;2;1926665;0;1
2020-06-29 00:00:00;Оренбургская;943;1;1956835;1;0
2020-06-29 00:00:00;Орловская;900;2;733498;1;0
2020-06-29 00:00:00;Пензенская;362;2;1305563;1;1
2020-06-29 00:00:00;Пермский край;4122;2;2599260;0;1
2020-06-29 00:00:00;Приморский край;503;1;1895868;0;1
2020-06-29 00:00:00;Псковская;2239;1;626115;1;0
2020-06-29 00:00:00;Ростовская;1279;3;4197821;1;0
2020-06-29 00:00:00;Рязанская;528;2;1108847;1;2
2020-06-29 00:00:00;Самарская;2025;1;3179532;1;0
2020-06-29 00:00:00;Санкт-Петербург;129;1;5398064;1;0
2020-06-29 00:00:00;Саратовская;1338;1;2421895;1;0
2020-06-29 00:00:00;Саха;2616;2;971996;1;3
2020-06-29 00:00:00;Сахалинская;523;3;488257;1;0
2020-06-29 00:00:00;Свердловская;3780;2;4310681;1;0
2020-06-29 00:00:00;Севастополь;334;2;449138;1;0
2020-06-29 00:00:00;Северная Осетия;3638;1;696837;1;0
2020-06-29 00:00:00;Смоленская;933;1;934889;1;0
2020-06-29 00:00:00;Ставропольский край;1188;1;2803573;1;1
2020-06-29 00:00:00;Тамбовская;3138;2;1006748;1;3
2020-06-29 00:00:00;Татарстан;1006;2;3902888;1;1
2020-06-29 00:00:00;Тверская;1749;1;1260379;1;0
2020-06-29 00:00:00;Томская;819;1;1079271;1;0
2020-06-29 00:00:00;Тульская;775;2;1466127;1;2
2020-06-29 00:00:00;Тыва;2112;0;327383;1;0
2020-06-29 00:00:00;Тюменская;424;2;1537416;1;0
2020-06-29 00:00:00;Удмуртия;541;2;1500955;1;0
2020-06-29 00:00:00;Ульяновская;1523;1;1229824;0;1
2020-06-29 00:00:00;Хабаровский край;394;1;1315643;1;0
2020-06-29 00:00:00;Хакасия;1045;1;534262;1;0
2020-06-29 00:00:00;ХМАО;303;0;1674676;1;0
2020-06-29 00:00:00;Челябинская;577;2;3466369;1;0
2020-06-29 00:00:00;Чечня;94;2;1478726;1;1
2020-06-29 00:00:00;Чувашия;269;1;1217818;1;1
2020-06-29 00:00:00;Ямало-Ненецкий АО;0;1;544444;1;0
2020-06-29 00:00:00;Ярославская;0;1;1253389;1;0
2020-07-06 00:00:00;Адыгея;1926;1;463088;1;1
2020-07-06 00:00:00;Алтай;1915;1;220181;1;0
2020-07-06 00:00:00;Алтайский край;699;1;2317153;1;0
2020-07-06 00:00:00;Амурская;3183;1;790044;1;0
2020-07-06 00:00:00;Архангельская;8936;1;1092424;1;1
2020-07-06 00:00:00;Астраханская;516;2;1005782;1;1
2020-07-06 00:00:00;Башкортостан;1868;1;4038151;1;1
2020-07-06 00:00:00;Белгородская;10108;1;1549151;1;0
2020-07-06 00:00:00;Брянская;4216;2;1192491;1;1
2020-07-06 00:00:00;Бурятия;5468;2;985937;1;0
2020-07-06 00:00:00;Владимирская;554;2;1358416;1;1
2020-07-06 00:00:00;Волгоградская;654;3;2491036;1;0
2020-07-06 00:00:00;Вологодская;500;2;1160445;0;2
2020-07-06 00:00:00;Воронежская;2046;1;2324205;1;0
2020-07-06 00:00:00;Дагестан;4349;1;3110858;1;1
2020-07-06 00:00:00;Еврейская АО;1189;1;158305;1;1
2020-07-06 00:00:00;Забайкальский край;2138;2;1059700;1;1
2020-07-06 00:00:00;Ивановская;72;1;997135;1;0
2020-07-06 00:00:00;Ингушетия;1735;2;507061;1;0
2020-07-06 00:00:00;Иркутская;2497;1;2391193;0;2
2020-07-06 00:00:00;Кабардино-Балкария;3013;2;868350;1;0
2020-07-06 00:00:00;Калининградская;2502;2;1012512;1;1
2020-07-06 00:00:00;Калмыкия;229;2;271135;0;1
2020-07-06 00:00:00;Калужская;1100;2;1002575;1;0
2020-07-06 00:00:00;Камчатский край;1988;1;313016;0;2
2020-07-06 00:00:00;Карачаево-Черкессия;2865;2;465528;1;0
2020-07-06 00:00:00;Карелия;140;2;614064;1;0
2020-07-06 00:00:00;Кемеровская;1585;1;2657854;1;0
2020-07-06 00:00:00;Кировская;494;2;1262402;1;0
2020-07-06 00:00:00;Коми;1142;1;820473;0;1
2020-07-06 00:00:00;Костромская;1203;1;633385;1;0
2020-07-06 00:00:00;Краснодарский край;3060;2;5675462;1;1
2020-07-06 00:00:00;Красноярский край;4461;1;2866255;1;1
2020-07-06 00:00:00;Крым;2296;3;1912622;1;0
2020-07-06 00:00:00;Курганская;3728;1;827166;1;1
2020-07-06 00:00:00;Курская;902;1;1104008;1;0
2020-07-06 00:00:00;Ленинградская;1044;1;1875872;1;0
2020-07-06 00:00:00;Липецкая;494;2;1139371;1;1
2020-07-06 00:00:00;Марий Эл;2652;2;679417;1;0
2020-07-06 00:00:00;Мордовия;1319;2;790197;1;0
2020-07-06 00:00:00;Московская;506;2;7690863;1;1
2020-07-06 00:00:00;Мурманская;1693;2;741404;1;0
2020-07-06 00:00:00;Нижегородская;2899;1;3202946;1;1
2020-07-06 00:00:00;Новгородская;1450;1;596508;1;0
2020-07-06 00:00:00;Новосибирская;1107;1;2798170;1;0
2020-07-06 00:00:00;Омская;534;2;1926665;1;1
2020-07-06 00:00:00;Оренбургская;728;1;1956835;1;0
2020-07-06 00:00:00;Орловская;2130;2;733498;1;0
2020-07-06 00:00:00;Пензенская;1074;2;1305563;1;1
2020-07-06 00:00:00;Пермский край;1126;2;2599260;0;1
2020-07-06 00:00:00;Приморский край;3405;1;1895868;0;1
2020-07-06 00:00:00;Псковская;1119;1;626115;1;0
2020-07-06 00:00:00;Ростовская;2032;3;4197821;1;0
2020-07-06 00:00:00;Рязанская;987;3;1108847;1;2
2020-07-06 00:00:00;Самарская;536;1;3179532;1;0
2020-07-06 00:00:00;Санкт-Петербург;773;1;5398064;1;0
2020-07-06 00:00:00;Саратовская;2137;1;2421895;1;0
2020-07-06 00:00:00;Саха;2113;2;971996;1;3
2020-07-06 00:00:00;Сахалинская;554;3;488257;1;0
2020-07-06 00:00:00;Свердловская;592;2;4310681;1;0
2020-07-06 00:00:00;Севастополь;1058;2;449138;1;0
2020-07-06 00:00:00;Северная Осетия;1455;1;696837;1;0
2020-07-06 00:00:00;Смоленская;417;2;934889;1;0
2020-07-06 00:00:00;Ставропольский край;730;1;2803573;1;1
2020-07-06 00:00:00;Тамбовская;362;2;1006748;1;3
2020-07-06 00:00:00;Татарстан;632;2;3902888;1;1
2020-07-06 00:00:00;Тверская;1130;1;1260379;1;0
2020-07-06 00:00:00;Томская;1896;1;1079271;1;0
2020-07-06 00:00:00;Тульская;242;2;1466127;1;2
2020-07-06 00:00:00;Тыва;778;0;327383;1;0
2020-07-06 00:00:00;Тюменская;1228;2;1537416;1;0
2020-07-06 00:00:00;Удмуртия;517;2;1500955;1;0
2020-07-06 00:00:00;Ульяновская;898;1;1229824;0;1
2020-07-06 00:00:00;Хабаровский край;1625;1;1315643;1;0
2020-07-06 00:00:00;Хакасия;764;1;534262;1;0
2020-07-06 00:00:00;ХМАО;1364;0;1674676;1;0
2020-07-06 00:00:00;Челябинская;918;2;3466369;1;0
2020-07-06 00:00:00;Чечня;215;3;1478726;1;1
2020-07-06 00:00:00;Чувашия;708;1;1217818;1;1
2020-07-06 00:00:00;Ямало-Ненецкий АО;0;1;544444;1;0
2020-07-06 00:00:00;Ярославская;0;2;1253389;1;0
2020-07-13 00:00:00;Адыгея;443;3;463088;1;1
2020-07-13 00:00:00;Алтай;236;1;220181;1;0
2020-07-13 00:00:00;Алтайский край;1427;1;2317153;1;0
2020-07-13 00:00:00;Амурская;4360;1;790044;1;0
2020-07-13 00:00:00;Архангельская;3159;1;1092424;1;1
2020-07-13 00:00:00;Астраханская;3322;2;1005782;1;1
2020-07-13 00:00:00;Башкортостан;774;1;4038151;1;1
2020-07-13 00:00:00;Белгородская;1476;1;1549151;1;0
2020-07-13 00:00:00;Брянская;156;2;1192491;1;1
2020-07-13 00:00:00;Бурятия;2720;2;985937;1;0
2020-07-13 00:00:00;Владимирская;2266;2;1358416;1;1
2020-07-13 00:00:00;Волгоградская;143;3;2491036;1;0
2020-07-13 00:00:00;Вологодская;2041;2;1160445;0;2
2020-07-13 00:00:00;Воронежская;1297;1;2324205;1;0
2020-07-13 00:00:00;Дагестан;4007;2;3110858;1;1
2020-07-13 00:00:00;Еврейская АО;1292;1;158305;1;1
2020-07-13 00:00:00;Забайкальский край;2125;2;1059700;1;1
2020-07-13 00:00:00;Ивановская;750;1;997135;1;0
2020-07-13 00:00:00;Ингушетия;1654;2;507061;1;0
2020-07-13 00:00:00;Иркутская;1527;1;2391193;0;2
2020-07-13 00:00:00;Кабардино-Балкария;2855;2;868350;1;0
2020-07-13 00:00:00;Калининградская;4011;2;1012512;1;1
2020-07-13 00:00:00;Калмыкия;1482;2;271135;0;1
2020-07-13 00:00:00;Калужская;4135;2;1002575;1;0
2020-07-13 00:00:00;Камчатский край;827;2;313016;0;2
2020-07-13 00:00:00;Карачаево-Черкессия;1854;2;465528;1;0
2020-07-13 00:00:00;Карелия;1227;2;614064;1;0
2020-07-13 00:00:00;Кемеровская;1413;1;2657854;1;0
2020-07-13 00:00:00;Кировская;621;2;1262402;1;0
2020-07-13 00:00:00;Коми;1649;2;820473;0;1
2020-07-13 00:00:00;Костромская;6847;1;633385;1;0
2020-07-13 00:00:00;Краснодарский край;564;3;5675462;1;1
2020-07-13 00:00:00;Красноярский край;18515;1;2866255;1;1
2020-07-13 00:00:00;Крым;863;3;1912622;1;0
2020-07-13 00:00:00;Курганская;2663;1;827166;1;1
2020-07-13 00:00:00;Курская;1854;1;1104008;1;0
2020-07-13 00:00:00;Ленинградская;1005;1;1875872;1;0
2020-07-13 00:00:00;Липецкая;2886;2;1139371;1;1
2020-07-13 00:00:00;Магаданская;1245;2;140149;1;0
2020-07-13 00:00:00;Марий Эл;1870;2;679417;1;0
2020-07-13 00:00:00;Мордовия;800;2;790197;1;0
2020-07-13 00:00:00;Московская;3847;2;7690863;1;1
2020-07-13 00:00:00;Мурманская;1030;2;741404;1;0
2020-07-13 00:00:00;Нижегородская;1937;1;3202946;1;1
2020-07-13 00:00:00;Новгородская;635;1;596508;1;0
2020-07-13 00:00:00;Новосибирская;2164;1;2798170;1;0
2020-07-13 00:00:00;Омская;4107;2;1926665;1;1
2020-07-13 00:00:00;Оренбургская;1726;1;1956835;1;0
2020-07-13 00:00:00;Орловская;2176;2;733498;1;0
2020-07-13 00:00:00;Пензенская;2662;2;1305563;1;1
2020-07-13 00:00:00;Пермский край;255;2;2599260;0;1
2020-07-13 00:00:00;Приморский край;859;2;1895868;0;1
2020-07-13 00:00:00;Псковская;138;1;626115;1;0
2020-07-13 00:00:00;Ростовская;445;3;4197821;1;0
2020-07-13 00:00:00;Рязанская;157;3;1108847;1;2
2020-07-13 00:00:00;Самарская;1008;1;3179532;1;0
2020-07-13 00:00:00;Санкт-Петербург;688;1;5398064;1;0
2020-07-13 00:00:00;Саратовская;297;1;2421895;1;0
2020-07-13 00:00:00;Саха;708;2;971996;1;3
2020-07-13 00:00:00;Сахалинская;2629;3;488257;1;0
2020-07-13 00:00:00;Свердловская;1650;2;4310681;1;0
2020-07-13 00:00:00;Севастополь;623;2;449138;1;0
2020-07-13 00:00:00;Северная Осетия;1626;1;696837;1;0
2020-07-13 00:00:00;Смоленская;2122;2;934889;1;0
2020-07-13 00:00:00;Ставропольский край;1390;1;2803573;1;1
2020-07-13 00:00:00;Тамбовская;1386;2;1006748;1;3
2020-07-13 00:00:00;Татарстан;952;2;3902888;1;1
2020-07-13 00:00:00;Тверская;792;1;1260379;1;0
2020-07-13 00:00:00;Томская;768;1;1079271;1;0
2020-07-13 00:00:00;Тульская;790;2;1466127;1;2
2020-07-13 00:00:00;Тыва;689;1;327383;1;0
2020-07-13 00:00:00;Тюменская;2574;2;1537416;1;0
2020-07-13 00:00:00;Удмуртия;956;2;1500955;1;0
2020-07-13 00:00:00;Ульяновская;418;1;1229824;0;1
2020-07-13 00:00:00;Хабаровский край;219;1;1315643;1;0
2020-07-13 00:00:00;Хакасия;1266;1;534262;1;0
2020-07-13 00:00:00;ХМАО;360;0;1674676;1;0
2020-07-13 00:00:00;Челябинская;799;2;3466369;1;0
2020-07-13 00:00:00;Чечня;111;3;1478726;1;1
2020-07-13 00:00:00;Чувашия;1338;1;1217818;1;1
2020-07-13 00:00:00;Ямало-Ненецкий АО;0;1;544444;1;0
2020-07-13 00:00:00;Ярославская;0;2;1253389;1;0
2020-07-20 00:00:00;Адыгея;99;3;463088;1;1
2020-07-20 00:00:00;Алтай;831;1;220181;1;0
2020-07-20 00:00:00;Алтайский край;267;1;2317153;1;0
2020-07-20 00:00:00;Амурская;813;1;790044;1;0
2020-07-20 00:00:00;Архангельская;848;1;1092424;1;1
2020-07-20 00:00:00;Астраханская;1233;2;1005782;1;1
2020-07-20 00:00:00;Башкортостан;35;1;4038151;1;1
2020-07-20 00:00:00;Белгородская;1583;1;1549151;1;0
2020-07-20 00:00:00;Брянская;1882;2;1192491;1;1
2020-07-20 00:00:00;Бурятия;3022;2;985937;1;0
2020-07-20 00:00:00;Владимирская;4603;2;1358416;1;1
2020-07-20 00:00:00;Волгоградская;392;3;2491036;1;0
2020-07-20 00:00:00;Вологодская;3947;2;1160445;0;2
2020-07-20 00:00:00;Воронежская;1169;1;2324205;1;0
2020-07-20 00:00:00;Дагестан;1230;2;3110858;1;1
2020-07-20 00:00:00;Еврейская АО;4648;2;158305;1;1
2020-07-20 00:00:00;Забайкальский край;2088;2;1059700;1;1
2020-07-20 00:00:00;Ивановская;752;1;997135;1;0
2020-07-20 00:00:00;Ингушетия;805;2;507061;1;0
2020-07-20 00:00:00;Иркутская;1316;1;2391193;0;2
2020-07-20 00:00:00;Кабардино-Балкария;897;3;868350;1;0
2020-07-20 00:00:00;Калининградская;9154;2;1012512;1;1
2020-07-20 00:00:00;Калмыкия;939;2;271135;0;1
2020-07-20 00:00:00;Калужская;6392;2;1002575;1;0
2020-07-20 00:00:00;Камчатский край;706;2;313016;0;2
2020-07-20 00:00:00;Карачаево-Черкессия;776;3;465528;1;0
2020-07-20 00:00:00;Карелия;773;2;614064;1;0
2020-07-20 00:00:00;Кемеровская;2909;1;2657854;1;0
2020-07-20 00:00:00;Кировская;5360;2;1262402;1;0
2020-07-20 00:00:00;Коми;2533;2;820473;0;1
2020-07-20 00:00:00;Костромская;2299;1;633385;1;0
2020-07-20 00:00:00;Краснодарский край;1364;3;5675462;1;1
2020-07-20 00:00:00;Красноярский край;1321;1;2866255;1;1
2020-07-20 00:00:00;Крым;2897;3;1912622;1;0
2020-07-20 00:00:00;Курганская;1345;1;827166;1;1
2020-07-20 00:00:00;Курская;3610;1;1104008;1;0
2020-07-20 00:00:00;Ленинградская;1402;1;1875872;1;0
2020-07-20 00:00:00;Липецкая;866;3;1139371;1;1
2020-07-20 00:00:00;Магаданская;2154;2;140149;1;0
2020-07-20 00:00:00;Марий Эл;1053;2;679417;1;0
2020-07-20 00:00:00;Мордовия;4074;2;790197;1;0
2020-07-20 00:00:00;Московская;284;3;7690863;1;1
2020-07-20 00:00:00;Мурманская;1596;2;741404;1;0
2020-07-20 00:00:00;Нижегородская;1185;1;3202946;1;1
2020-07-20 00:00:00;Новгородская;3870;1;596508;1;0
2020-07-20 00:00:00;Новосибирская;1063;1;2798170;1;0
2020-07-20 00:00:00;Омская;328;2;1926665;1;1
2020-07-20 00:00:00;Оренбургская;1064;1;1956835;1;0
2020-07-20 00:00:00;Орловская;2165;2;733498;1;0
2020-07-20 00:00:00;Пензенская;1144;3;1305563;1;1
2020-07-20 00:00:00;Пермский край;956;2;2599260;0;1
2020-07-20 00:00:00;Приморский край;694;2;1895868;0;1
2020-07-20 00:00:00;Псковская;3781;2;626115;1;0
2020-07-20 00:00:00;Ростовская;541;2;4197821;1;0
2020-07-20 00:00:00;Рязанская;260;3;1108847;1;2
2020-07-20 00:00:00;Самарская;714;1;3179532;1;0
2020-07-20 00:00:00;Санкт-Петербург;625;1;5398064;1;0
2020-07-20 00:00:00;Саратовская;776;1;2421895;1;0
2020-07-20 00:00:00;Саха;226;2;971996;1;3
2020-07-20 00:00:00;Свердловская;2893;2;4310681;1;0
2020-07-20 00:00:00;Севастополь;540;2;449138;1;0
2020-07-20 00:00:00;Северная Осетия;878;1;696837;1;0
2020-07-20 00:00:00;Смоленская;293;2;934889;1;0
2020-07-20 00:00:00;Ставропольский край;4322;1;2803573;1;1
2020-07-20 00:00:00;Тамбовская;329;2;1006748;1;3
2020-07-20 00:00:00;Татарстан;836;2;3902888;1;1
2020-07-20 00:00:00;Тверская;203;1;1260379;1;0
2020-07-20 00:00:00;Томская;256;1;1079271;1;0
2020-07-20 00:00:00;Тульская;315;2;1466127;1;2
2020-07-20 00:00:00;Тыва;355;1;327383;1;0
2020-07-20 00:00:00;Тюменская;1574;2;1537416;1;0
2020-07-20 00:00:00;Удмуртия;1893;2;1500955;1;0
2020-07-20 00:00:00;Ульяновская;968;1;1229824;0;1
2020-07-20 00:00:00;Хабаровский край;1811;1;1315643;1;0
2020-07-20 00:00:00;Хакасия;1976;1;534262;1;0
2020-07-20 00:00:00;ХМАО;2267;1;1674676;1;0
2020-07-20 00:00:00;Челябинская;567;2;3466369;1;0
2020-07-20 00:00:00;Чечня;297;3;1478726;1;1
2020-07-20 00:00:00;Чувашия;936;1;1217818;1;1
2020-07-20 00:00:00;Ямало-Ненецкий АО;0;1;544444;1;0
2020-07-20 00:00:00;Ярославская;0;2;1253389;1;0
2020-07-27 00:00:00;Адыгея;213;3;463088;1;1
2020-07-27 00:00:00;Алтай;561;1;220181;1;0
2020-07-27 00:00:00;Алтайский край;286;1;2317153;1;0
2020-07-27 00:00:00;Амурская;1827;1;790044;1;0
2020-07-27 00:00:00;Архангельская;9076;2;1092424;1;1
2020-07-27 00:00:00;Астраханская;758;2;1005782;1;1
2020-07-27 00:00:00;Башкортостан;1023;1;4038151;1;1
2020-07-27 00:00:00;Белгородская;2821;1;1549151;1;0
2020-07-27 00:00:00;Брянская;1899;2;1192491;1;1
2020-07-27 00:00:00;Бурятия;1108;2;985937;1;0
2020-07-27 00:00:00;Владимирская;3298;2;1358416;1;1
2020-07-27 00:00:00;Волгоградская;848;3;2491036;1;0
2020-07-27 00:00:00;Вологодская;1987;2;1160445;1;2
2020-07-27 00:00:00;Воронежская;2092;1;2324205;1;0
2020-07-27 00:00:00;Дагестан;1610;2;3110858;1;1
2020-07-27 00:00:00;Забайкальский край;3780;3;1059700;1;1
2020-07-27 00:00:00;Ивановская;11861;1;997135;1;0
2020-07-27 00:00:00;Ингушетия;3014;2;507061;1;0
2020-07-27 00:00:00;Иркутская;2385;1;2391193;0;2
2020-07-27 00:00:00;Кабардино-Балкария;1696;3;868350;1;0
2020-07-27 00:00:00;Калининградская;2118;2;1012512;1;1
2020-07-27 00:00:00;Калмыкия;4120;2;271135;0;1
2020-07-27 00:00:00;Калужская;3319;3;1002575;1;0
2020-07-27 00:00:00;Камчатский край;1545;2;313016;0;2
2020-07-27 00:00:00;Карачаево-Черкессия;689;3;465528;1;0
2020-07-27 00:00:00;Карелия;3167;2;614064;1;0
2020-07-27 00:00:00;Кемеровская;1190;1;2657854;1;0
2020-07-27 00:00:00;Кировская;359;2;1262402;1;0
2020-07-27 00:00:00;Коми;1407;2;820473;0;1
2020-07-27 00:00:00;Костромская;4297;1;633385;1;0
2020-07-27 00:00:00;Краснодарский край;3750;3;5675462;1;1
2020-07-27 00:00:00;Красноярский край;336;1;2866255;1;1
2020-07-27 00:00:00;Крым;1153;3;1912622;1;0
2020-07-27 00:00:00;Курганская;179;1;827166;1;1
2020-07-27 00:00:00;Курская;845;1;1104008;1;0
2020-07-27 00:00:00;Ленинградская;293;1;1875872;1;0
2020-07-27 00:00:00;Липецкая;1301;3;1139371;1;1
2020-07-27 00:00:00;Магаданская;1156;2;140149;1;0
2020-07-27 00:00:00;Марий Эл;899;2;679417;1;0
2020-07-27 00:00:00;Мордовия;470;2;790197;1;0
2020-07-27 00:00:00;Московская;2075;3;7690863;1;1
2020-07-27 00:00:00;Мурманская;1127;2;741404;1;0
2020-07-27 00:00:00;Нижегородская;920;1;3202946;1;1
2020-07-27 00:00:00;Новгородская;449;1;596508;1;0
2020-07-27 00:00:00;Новосибирская;1810;1;2798170;1;0
2020-07-27 00:00:00;Омская;1957;2;1926665;1;1
2020-07-27 00:00:00;Оренбургская;1594;1;1956835;1;0
2020-07-27 00:00:00;Орловская;1087;2;733498;1;0
2020-07-27 00:00:00;Пензенская;351;3;1305563;1;1
