week;region;unemployed;level;population;pass;pass_exist
2020-05-11 00:00:00;Приморский край;2091;;1895868;0;1
2020-05-11 00:00:00;Псковская;2275;;626115;1;0
2020-05-11 00:00:00;Ростовская;251;;4197821;1;0
2020-05-11 00:00:00;Рязанская;845;;1108847;0;2
2020-05-11 00:00:00;Самарская;142;;3179532;1;0
2020-05-11 00:00:00;Санкт-Петербург;540;;5398064;1;0
2020-05-11 00:00:00;Саратовская;266;;2421895;1;0
2020-05-11 00:00:00;Саха;786;;971996;0;3
2020-05-11 00:00:00;Сахалинская;937;;488257;1;0
2020-05-11 00:00:00;Свердловская;1455;;4310681;1;0
2020-05-11 00:00:00;Севастополь;1165;;449138;0;0
2020-05-11 00:00:00;Северная Осетия;143;;696837;1;0
2020-05-11 00:00:00;Смоленская;1433;;934889;1;0
2020-05-11 00:00:00;Ставропольский край;463;;2803573;0;1
2020-05-11 00:00:00;Тамбовская;795;;1006748;0;3
2020-05-11 00:00:00;Татарстан;2239;;3902888;0;1
2020-05-11 00:00:00;Тверская;817;;1260379;1;0
2020-05-11 00:00:00;Томская;373;;1079271;1;0
2020-05-11 00:00:00;Тульская;657;;1466127;0;2
2020-05-11 00:00:00;Тыва;710;;327383;1;0
2020-05-11 00:00:00;Тюменская;1880;;1537416;1;0
2020-05-11 00:00:00;Удмуртия;1209;;1500955;1;0
2020-05-11 00:00:00;Ульяновская;435;;1229824;0;1
2020-05-11 00:00:00;Хабаровский край;2493;;1315643;1;0
2020-05-11 00:00:00;Хакасия;496;;534262;1;0
2020-05-11 00:00:00;ХМАО;1004;;1674676;1;0
2020-05-11 00:00:00;Челябинская;267;;3466369;1;0
2020-05-11 00:00:00;Чечня;1319;;1478726;0;1
2020-05-11 00:00:00;Чувашия;1135;;1217818;0;1
2020-05-11 00:00:00;Ямало-Ненецкий АО;0;;544444;1;0
2020-05-11 00:00:00;Ярославская;0;;1253389;1;0
2020-05-18 00:00:00;Адыгея;2011;;463088;1;1
2020-05-18 00:00:00;Алтай;936;;220181;1;0
2020-05-18 00:00:00;Алтайский край;220;;2317153;1;0
2020-05-18 00:00:00;Амурская;4255;;790044;1;0
2020-05-18 00:00:00;Архангельская;3721;;1092424;1;1
2020-05-18 00:00:00;Астраханская;3066;;1005782;0;1
2020-05-18 00:00:00;Башкортостан;2050;;4038151;1;1
2020-05-18 00:00:00;Белгородская;172;;1549151;1;0
2020-05-18 00:00:00;Брянская;1497;;1192491;0;1
2020-05-18 00:00:00;Бурятия;773;;985937;1;0
2020-05-18 00:00:00;Владимирская;1243;;1358416;0;1
2020-05-18 00:00:00;Волгоградская;913;;2491036;1;0
2020-05-18 00:00:00;Вологодская;1461;;1160445;0;2
2020-05-18 00:00:00;Воронежская;2625;;2324205;1;0
2020-05-18 00:00:00;Дагестан;620;;3110858;0;1
2020-05-18 00:00:00;Еврейская АО;5203;;158305;0;1
2020-05-18 00:00:00;Забайкальский край;632;;1059700;0;1
2020-05-18 00:00:00;Ивановская;12336;;997135;1;0
2020-05-18 00:00:00;Ингушетия;380;;507061;1;0
2020-05-18 00:00:00;Иркутская;2133;;2391193;0;2
2020-05-18 00:00:00;Кабардино-Балкария;645;;868350;1;0
2020-05-18 00:00:00;Калининградская;1672;;1012512;1;1
2020-05-18 00:00:00;Калмыкия;1715;;271135;0;1
2020-05-18 00:00:00;Калужская;3512;;1002575;1;0
2020-05-18 00:00:00;Камчатский край;5231;;313016;;2
2020-05-18 00:00:00;Карачаево-Черкессия;2101;;465528;1;0
2020-05-18 00:00:00;Карелия;659;;614064;1;0
2020-05-18 00:00:00;Кемеровская;2366;;2657854;1;0
2020-05-18 00:00:00;Кировская;3769;;1262402;1;0
2020-05-18 00:00:00;Коми;1498;;820473;0;1
2020-05-18 00:00:00;Костромская;1321;;633385;1;0
2020-05-18 00:00:00;Краснодарский край;552;;5675462;0;1
2020-05-18 00:00:00;Красноярский край;1582;;2866255;0;1
2020-05-18 00:00:00;Крым;5227;;1912622;1;0
2020-05-18 00:00:00;Курганская;1164;;827166;0;1
2020-05-18 00:00:00;Курская;1265;;1104008;1;0
2020-05-18 00:00:00;Ленинградская;3401;;1875872;1;0
2020-05-18 00:00:00;Липецкая;1202;;1139371;1;1
2020-05-18 00:00:00;Магаданская;701;;140149;1;0
2020-05-18 00:00:00;Марий Эл;1481;;679417;1;0
2020-05-18 00:00:00;Мордовия;1942;;790197;1;0
2020-05-18 00:00:00;Московская;1849;;7690863;0;1
2020-05-18 00:00:00;Мурманская;3589;;741404;1;0
2020-05-18 00:00:00;Нижегородская;995;;3202946;0;1
2020-05-18 00:00:00;Новгородская;2365;;596508;1;0
2020-05-18 00:00:00;Новосибирская;928;;2798170;1;0
2020-05-18 00:00:00;Омская;2234;;1926665;0;1
2020-05-18 00:00:00;Оренбургская;587;;1956835;1;0
2020-05-18 00:00:00;Орловская;1986;;733498;1;0
2020-05-18 00:00:00;Пензенская;377;;1305563;0;1
2020-05-18 00:00:00;Пермский край;964;;2599260;0;1
2020-05-18 00:00:00;Приморский край;1819;;1895868;0;1
2020-05-18 00:00:00;Псковская;1059;;626115;1;0
2020-05-18 00:00:00;Ростовская;883;;4197821;1;0
2020-05-18 00:00:00;Рязанская;562;;1108847;1;2
2020-05-18 00:00:00;Самарская;2979;;3179532;1;0
2020-05-18 00:00:00;Санкт-Петербург;674;;5398064;1;0
2020-05-18 00:00:00;Саратовская;405;;2421895;1;0
2020-05-18 00:00:00;Саха;1131;;971996;0;3
2020-05-18 00:00:00;Сахалинская;1894;;488257;1;0
2020-05-18 00:00:00;Свердловская;2335;;4310681;1;0
2020-05-18 00:00:00;Севастополь;2807;;449138;0;0
2020-05-18 00:00:00;Северная Осетия;445;;696837;1;0
2020-05-18 00:00:00;Смоленская;2381;;934889;1;0
2020-05-18 00:00:00;Ставропольский край;1083;;2803573;0;1
2020-05-18 00:00:00;Тамбовская;432;;1006748;0;3
2020-05-18 00:00:00;Татарстан;235;;3902888;1;1
2020-05-18 00:00:00;Тверская;1439;;1260379;1;0
2020-05-18 00:00:00;Томская;1437;;1079271;1;0
2020-05-18 00:00:00;Тульская;955;;1466127;0;2
2020-05-18 00:00:00;Тыва;703;;327383;1;0
2020-05-18 00:00:00;Тюменская;277;;1537416;1;0
2020-05-18 00:00:00;Удмуртия;724;;1500955;1;0
2020-05-18 00:00:00;Ульяновская;2019;;1229824;0;1
2020-05-18 00:00:00;Хабаровский край;1406;;1315643;1;0
2020-05-18 00:00:00;Хакасия;906;;534262;1;0
2020-05-18 00:00:00;ХМАО;459;;1674676;1;0
2020-05-18 00:00:00;Челябинская;1687;;3466369;1;0
2020-05-18 00:00:00;Чечня;610;;1478726;0;1
2020-05-18 00:00:00;Чувашия;166;;1217818;0;1
2020-05-18 00:00:00;Ямало-Ненецкий АО;0;;544444;1;0
2020-05-18 00:00:00;Ярославская;0;;1253389;1;0
2020-05-25 00:00:00;Адыгея;407;;463088;1;1
2020-05-25 00:00:00;Алтай;368;;220181;1;0
2020-05-25 00:00:00;Алтайский край;6480;;2317153;1;0
2020-05-25 00:00:00;Амурская;9174;;790044;1;0
2020-05-25 00:00:00;Архангельская;774;;1092424;1;1
2020-05-25 00:00:00;Астраханская;728;;1005782;1;1
2020-05-25 00:00:00;Башкортостан;1896;;4038151;1;1
2020-05-25 00:00:00;Белгородская;12744;;1549151;1;0
2020-05-25 00:00:00;Брянская;1977;;1192491;0;1
2020-05-25 00:00:00;Бурятия;768;;985937;1;0
2020-05-25 00:00:00;Владимирская;1856;;1358416;0;1
2020-05-25 00:00:00;Волгоградская;1017;;2491036;1;0
2020-05-25 00:00:00;Вологодская;520;;1160445;0;2
2020-05-25 00:00:00;Воронежская;3960;;2324205;1;0
2020-05-25 00:00:00;Дагестан;1160;;3110858;0;1
2020-05-25 00:00:00;Еврейская АО;8415;;158305;0;1
2020-05-25 00:00:00;Забайкальский край;1938;;1059700;0;1
2020-05-25 00:00:00;Ивановская;4144;;997135;1;0
2020-05-25 00:00:00;Ингушетия;976;;507061;1;0
2020-05-25 00:00:00;Иркутская;1604;;2391193;0;2
2020-05-25 00:00:00;Кабардино-Балкария;607;;868350;1;0
2020-05-25 00:00:00;Калининградская;1039;;1012512;1;1
2020-05-25 00:00:00;Калмыкия;2603;;271135;0;1
2020-05-25 00:00:00;Калужская;1007;;1002575;1;0
2020-05-25 00:00:00;Камчатский край;32100;;313016;;2
2020-05-25 00:00:00;Карачаево-Черкессия;691;;465528;1;0
2020-05-25 00:00:00;Карелия;2748;;614064;1;0
2020-05-25 00:00:00;Кемеровская;982;;2657854;1;0
2020-05-25 00:00:00;Кировская;2373;;1262402;1;0
2020-05-25 00:00:00;Коми;981;;820473;0;1
2020-05-25 00:00:00;Костромская;2246;;633385;1;0
2020-05-25 00:00:00;Краснодарский край;4641;;5675462;0;1
2020-05-25 00:00:00;Красноярский край;2298;;2866255;0;1
2020-05-25 00:00:00;Крым;2228;;1912622;1;0
2020-05-25 00:00:00;Курганская;3323;;827166;0;1
2020-05-25 00:00:00;Курская;318;;1104008;1;0
2020-05-25 00:00:00;Ленинградская;1130;;1875872;1;0
2020-05-25 00:00:00;Липецкая;216;;1139371;1;1
2020-05-25 00:00:00;Магаданская;1864;;140149;1;0
2020-05-25 00:00:00;Марий Эл;675;;679417;1;0
2020-05-25 00:00:00;Мордовия;2993;;790197;1;0
2020-05-25 00:00:00;Московская;1089;;7690863;0;1
2020-05-25 00:00:00;Мурманская;449;;741404;1;0
2020-05-25 00:00:00;Нижегородская;628;;3202946;0;1
2020-05-25 00:00:00;Новгородская;3034;;596508;1;0
2020-05-25 00:00:00;Новосибирская;697;;2798170;1;0
2020-05-25 00:00:00;Омская;1057;;1926665;0;1
2020-05-25 00:00:00;Оренбургская;3313;;1956835;1;0
2020-05-25 00:00:00;Орловская;928;;733498;1;0
2020-05-25 00:00:00;Пензенская;1916;;1305563;0;1
2020-05-25 00:00:00;Пермский край;1393;;2599260;0;1
2020-05-25 00:00:00;Приморский край;1135;;1895868;0;1
2020-05-25 00:00:00;Псковская;343;;626115;1;0
2020-05-25 00:00:00;Ростовская;427;;4197821;1;0
2020-05-25 00:00:00;Рязанская;524;;1108847;1;2
2020-05-25 00:00:00;Самарская;140;;3179532;1;0
2020-05-25 00:00:00;Санкт-Петербург;854;;5398064;1;0
2020-05-25 00:00:00;Саратовская;3191;;2421895;1;0
2020-05-25 00:00:00;Саха;761;;971996;0;3
2020-05-25 00:00:00;Сахалинская;1241;;488257;1;0
2020-05-25 00:00:00;Свердловская;325;;4310681;1;0
2020-05-25 00:00:00;Севастополь;2232;;449138;1;0
2020-05-25 00:00:00;Северная Осетия;463;;696837;1;0
2020-05-25 00:00:00;Смоленская;1862;;934889;1;0
2020-05-25 00:00:00;Ставропольский край;2065;;2803573;0;1
2020-05-25 00:00:00;Тамбовская;973;;1006748;0;3
2020-05-25 00:00:00;Татарстан;1964;;3902888;1;1
2020-05-25 00:00:00;Тверская;3646;;1260379;1;0
2020-05-25 00:00:00;Томская;430;;1079271;1;0
2020-05-25 00:00:00;Тульская;875;;1466127;0;2
2020-05-25 00:00:00;Тыва;154;;327383;1;0
2020-05-25 00:00:00;Тюменская;696;;1537416;1;0
2020-05-25 00:00:00;Удмуртия;216;;1500955;1;0
2020-05-25 00:00:00;Ульяновская;779;;1229824;0;1
2020-05-25 00:00:00;Хабаровский край;835;;1315643;1;0
2020-05-25 00:00:00;Хакасия;2006;;534262;1;0
2020-05-25 00:00:00;ХМАО;924;;1674676;1;0
2020-05-25 00:00:00;Челябинская;475;;3466369;1;0
2020-05-25 00:00:00;Чечня;335;;1478726;0;1
2020-05-25 00:00:00;Чувашия;386;;1217818;0;1
2020-05-25 00:00:00;Ямало-Ненецкий АО;0;;544444;1;0
2020-05-25 00:00:00;Ярославская;0;;1253389;1;0
2020-06-01 00:00:00;Адыгея;613;;463088;1;1
2020-06-01 00:00:00;Алтай;20;;220181;1;0
2020-06-01 00:00:00;Алтайский край;490;;2317153;1;0
2020-06-01 00:00:00;Амурская;228;;790044;1;0
2020-06-01 00:00:00;Архангельская;3233;;1092424;1;1
2020-06-01 00:00:00;Астраханская;632;;1005782;1;1
2020-06-01 00:00:00;Башкортостан;16360;;4038151;1;1
2020-06-01 00:00:00;Белгородская;1249;;1549151;1;0
2020-06-01 00:00:00;Брянская;2473;;1192491;0;1
2020-06-01 00:00:00;Бурятия;829;;985937;1;0
2020-06-01 00:00:00;Владимирская;957;;1358416;0;1
2020-06-01 00:00:00;Волгоградская;333;;2491036;1;0
2020-06-01 00:00:00;Вологодская;2202;;1160445;0;2
2020-06-01 00:00:00;Воронежская;1152;;2324205;1;0
2020-06-01 00:00:00;Дагестан;4070;;3110858;0;1
2020-06-01 00:00:00;Еврейская АО;3874;;158305;0;1
2020-06-01 00:00:00;Забайкальский край;1788;;1059700;0;1
2020-06-01 00:00:00;Ивановская;3370;;997135;1;0
2020-06-01 00:00:00;Ингушетия;1199;;507061;1;0
2020-06-01 00:00:00;Иркутская;3569;;2391193;0;2
2020-06-01 00:00:00;Кабардино-Балкария;8629;;868350;1;0
2020-06-01 00:00:00;Калининградская;2392;;1012512;1;1
2020-06-01 00:00:00;Калмыкия;3209;;271135;0;1
2020-06-01 00:00:00;Калужская;1888;;1002575;1;0
2020-06-01 00:00:00;Камчатский край;2108;;313016;0;2
2020-06-01 00:00:00;Карачаево-Черкессия;2822;;465528;1;0
2020-06-01 00:00:00;Карелия;3911;;614064;1;0
2020-06-01 00:00:00;Кемеровская;802;;2657854;1;0
2020-06-01 00:00:00;Кировская;1255;;1262402;1;0
2020-06-01 00:00:00;Коми;4084;;820473;0;1
2020-06-01 00:00:00;Костромская;1089;;633385;1;0
2020-06-01 00:00:00;Краснодарский край;339;;5675462;1;1
2020-06-01 00:00:00;Красноярский край;1231;;2866255;0;1
2020-06-01 00:00:00;Крым;3076;;1912622;1;0
2020-06-01 00:00:00;Курганская;1556;;827166;0;1
2020-06-01 00:00:00;Курская;1198;;1104008;1;0
2020-06-01 00:00:00;Ленинградская;856;;1875872;1;0
2020-06-01 00:00:00;Липецкая;4262;;1139371;1;1
2020-06-01 00:00:00;Магаданская;3472;;140149;1;0
2020-06-01 00:00:00;Марий Эл;2916;;679417;1;0
2020-06-01 00:00:00;Мордовия;2781;;790197;1;0
2020-06-01 00:00:00;Московская;844;;7690863;1;1
2020-06-01 00:00:00;Мурманская;2770;;741404;1;0
2020-06-01 00:00:00;Нижегородская;3802;;3202946;0;1
2020-06-01 00:00:00;Новгородская;3251;;596508;1;0
2020-06-01 00:00:00;Новосибирская;1836;;2798170;1;0
2020-06-01 00:00:00;Омская;814;;1926665;0;1
2020-06-01 00:00:00;Оренбургская;451;;1956835;1;0
2020-06-01 00:00:00;Орловская;1630;;733498;1;0
2020-06-01 00:00:00;Пензенская;444;;1305563;0;1
2020-06-01 00:00:00;Пермский край;1147;;2599260;0;1
2020-06-01 00:00:00;Приморский край;239;;1895868;0;1
2020-06-01 00:00:00;Псковская;4404;;626115;1;0
2020-06-01 00:00:00;Ростовская;391;;4197821;1;0
2020-06-01 00:00:00;Рязанская;3867;;1108847;1;2
2020-06-01 00:00:00;Самарская;903;;3179532;1;0
2020-06-01 00:00:00;Санкт-Петербург;1442;;5398064;1;0
2020-06-01 00:00:00;Саратовская;372;;2421895;1;0
2020-06-01 00:00:00;Саха;1004;;971996;0;3
2020-06-01 00:00:00;Сахалинская;910;;488257;1;0
2020-06-01 00:00:00;Свердловская;839;;4310681;1;0
2020-06-01 00:00:00;Севастополь;814;;449138;1;0
2020-06-01 00:00:00;Северная Осетия;2492;;696837;1;0
2020-06-01 00:00:00;Смоленская;1025;;934889;1;0
2020-06-01 00:00:00;Ставропольский край;379;;2803573;0;1
2020-06-01 00:00:00;Тамбовская;134;;1006748;0;3
2020-06-01 00:00:00;Татарстан;578;;3902888;1;1
2020-06-01 00:00:00;Тверская;145;;1260379;1;0
2020-06-01 00:00:00;Томская;2334;;1079271;1;0
2020-06-01 00:00:00;Тульская;518;;1466127;0;2
2020-06-01 00:00:00;Тыва;386;;327383;1;0
2020-06-01 00:00:00;Тюменская;1716;;1537416;1;0
2020-06-01 00:00:00;Удмуртия;734;;1500955;1;0
2020-06-01 00:00:00;Ульяновская;620;;1229824;0;1
2020-06-01 00:00:00;Хабаровский край;179;;1315643;1;0
2020-06-01 00:00:00;Хакасия;384;;534262;1;0
2020-06-01 00:00:00;ХМАО;142;;1674676;1;0
2020-06-01 00:00:00;Челябинская;1042;;3466369;1;0
2020-06-01 00:00:00;Чечня;247;;1478726;0;1
2020-06-01 00:00:00;Чувашия;1051;;1217818;0;1
2020-06-01 00:00:00;Ямало-Ненецкий АО;0;;544444;1;0
2020-06-01 00:00:00;Ярославская;0;;1253389;1;0
2020-06-08 00:00:00;Адыгея;562;1;463088;1;1
2020-06-08 00:00:00;Алтай;307;1;220181;1;0
2020-06-08 00:00:00;Алтайский край;265;1;2317153;1;0
2020-06-08 00:00:00;Амурская;2148;0;790044;1;0
2020-06-08 00:00:00;Архангельская;2725;1;1092424;1;1
2020-06-08 00:00:00;Астраханская;3206;1;1005782;1;1
2020-06-08 00:00:00;Башкортостан;5103;1;4038151;1;1
2020-06-08 00:00:00;Белгородская;1087;1;1549151;1;0
2020-06-08 00:00:00;Брянская;2693;1;1192491;0;1
2020-06-08 00:00:00;Бурятия;12087;1;985937;1;0
2020-06-08 00:00:00;Владимирская;3197;1;1358416;0;1
2020-06-08 00:00:00;Волгоградская;1644;1;2491036;1;0
2020-06-08 00:00:00;Вологодская;2327;1;1160445;0;2
2020-06-08 00:00:00;Воронежская;244;1;2324205;1;0
2020-06-08 00:00:00;Дагестан;1946;0;3110858;0;1
2020-06-08 00:00:00;Еврейская АО;1596;0;158305;0;1
2020-06-08 00:00:00;Забайкальский край;1164;1;1059700;0;1
2020-06-08 00:00:00;Ивановская;1273;0;997135;1;0
2020-06-08 00:00:00;Ингушетия;4247;1;507061;1;0
2020-06-08 00:00:00;Иркутская;1835;1;2391193;0;2
2020-06-08 00:00:00;Кабардино-Балкария;485;1;868350;1;0
2020-06-08 00:00:00;Калининградская;1521;2;1012512;1;1
2020-06-08 00:00:00;Калмыкия;5262;2;271135;0;1
2020-06-08 00:00:00;Калужская;4727;1;1002575;1;0
2020-06-08 00:00:00;Камчатский край;521;2;313016;0;2
2020-06-08 00:00:00;Карачаево-Черкессия;1014;0;465528;1;0
2020-06-08 00:00:00;Карелия;2152;2;614064;1;0
2020-06-08 00:00:00;Кемеровская;2144;1;2657854;1;0
2020-06-08 00:00:00;Кировская;1076;1;1262402;1;0
2020-06-08 00:00:00;Коми;688;1;820473;0;1
2020-06-08 00:00:00;Костромская;1969;1;633385;1;0
2020-06-08 00:00:00;Краснодарский край;2557;2;5675462;1;1
2020-06-08 00:00:00;Красноярский край;1579;1;2866255;1;1
2020-06-08 00:00:00;Крым;1555;1;1912622;1;0
2020-06-08 00:00:00;Курганская;535;1;827166;1;1
2020-06-08 00:00:00;Курская;678;1;1104008;1;0
2020-06-08 00:00:00;Ленинградская;629;1;1875872;1;0
2020-06-08 00:00:00;Липецкая;99;1;1139371;1;1
2020-06-08 00:00:00;Магаданская;817;1;140149;1;0
2020-06-08 00:00:00;Марий Эл;1094;1;679417;1;0
2020-06-08 00:00:00;Мордовия;1220;0;790197;1;0
2020-06-08 00:00:00;Московская;1092;1;7690863;1;1
2020-06-08 00:00:00;Мурманская;639;2;741404;1;0
2020-06-08 00:00:00;Нижегородская;1094;1;3202946;0;1
2020-06-08 00:00:00;Новгородская;1325;1;596508;1;0
2020-06-08 00:00:00;Новосибирская;3921;1;2798170;1;0
2020-06-08 00:00:00;Омская;1288;2;1926665;0;1
2020-06-08 00:00:00;Оренбургская;3046;1;1956835;1;0
2020-06-08 00:00:00;Орловская;7720;1;733498;1;0
2020-06-08 00:00:00;Пензенская;3364;1;1305563;0;1
2020-06-08 00:00:00;Пермский край;629;1;2599260;0;1
2020-06-08 00:00:00;Приморский край;461;1;1895868;0;1
2020-06-08 00:00:00;Псковская;485;0;626115;1;0
2020-06-08 00:00:00;Ростовская;1233;1;4197821;1;0
2020-06-08 00:00:00;Рязанская;1516;1;1108847;1;2
2020-06-08 00:00:00;Самарская;404;1;3179532;1;0
2020-06-08 00:00:00;Санкт-Петербург;802;1;5398064;1;0
2020-06-08 00:00:00;Саратовская;1484;2;2421895;1;0
2020-06-08 00:00:00;Саха;856;0;971996;0;3
2020-06-08 00:00:00;Сахалинская;264;3;488257;1;0
2020-06-08 00:00:00;Свердловская;2113;1;4310681;1;0
2020-06-08 00:00:00;Севастополь;262;2;449138;1;0
2020-06-08 00:00:00;Северная Осетия;790;0;696837;1;0
2020-06-08 00:00:00;Смоленская;162;0;934889;1;0
2020-06-08 00:00:00;Ставропольский край;547;0;2803573;0;1
2020-06-08 00:00:00;Тамбовская;40;1;1006748;0;3
2020-06-08 00:00:00;Татарстан;1007;1;3902888;1;1
2020-06-08 00:00:00;Тверская;827;1;1260379;1;0
2020-06-08 00:00:00;Томская;1388;1;1079271;1;0
2020-06-08 00:00:00;Тульская;1056;1;1466127;1;2
2020-06-08 00:00:00;Тыва;172;0;327383;1;0
2020-06-08 00:00:00;Тюменская;654;2;1537416;1;0
2020-06-08 00:00:00;Удмуртия;290;1;1500955;1;0
2020-06-08 00:00:00;Ульяновская;331;1;1229824;0;1
2020-06-08 00:00:00;Хабаровский край;3068;1;1315643;1;0
2020-06-08 00:00:00;Хакасия;503;1;534262;1;0
2020-06-08 00:00:00;ХМАО;296;0;1674676;1;0
2020-06-08 00:00:00;Челябинская;620;1;3466369;1;0
2020-06-08 00:00:00;Чечня;1097;2;1478726;0;1
2020-06-08 00:00:00;Чувашия;481;0;1217818;0;1
2020-06-08 00:00:00;Ямало-Ненецкий АО;0;1;544444;1;0
2020-06-08 00:00:00;Ярославская;0;1;1253389;1;0
2020-06-15 00:00:00;Адыгея;760;1;463088;1;1
2020-06-15 00:00:00;Алтай;363;1;220181;1;0
2020-06-15 00:00:00;Алтайский край;363;1;2317153;1;0
2020-06-15 00:00:00;Амурская;3658;0;790044;1;0
2020-06-15 00:00:00;Архангельская;2464;0;1092424;1;1
2020-06-15 00:00:00;Астраханская;5578;1;1005782;1;1
2020-06-15 00:00:00;Башкортостан;4201;1;4038151;1;1
2020-06-15 00:00:00;Белгородская;1393;1;1549151;1;0
2020-06-15 00:00:00;Брянская;3764;1;1192491;1;1
2020-06-15 00:00:00;Бурятия;873;1;985937;1;0
2020-06-15 00:00:00;Владимирская;1027;1;1358416;1;1
2020-06-15 00:00:00;Волгоградская;1972;1;2491036;1;0
2020-06-15 00:00:00;Вологодская;1539;1;1160445;0;2
2020-06-15 00:00:00;Воронежская;1274;1;2324205;1;0
2020-06-15 00:00:00;Дагестан;1374;1;3110858;1;1
2020-06-15 00:00:00;Еврейская АО;246;0;158305;0;1
2020-06-15 00:00:00;Забайкальский край;1736;1;1059700;1;1
2020-06-15 00:00:00;Ивановская;1166;0;997135;1;0
2020-06-15 00:00:00;Ингушетия;762;1;507061;1;0
2020-06-15 00:00:00;Иркутская;2920;1;2391193;0;2
2020-06-15 00:00:00;Кабардино-Балкария;2648;1;868350;1;0
2020-06-15 00:00:00;Калининградская;1823;2;1012512;1;1
2020-06-15 00:00:00;Калмыкия;2198;2;271135;0;1
2020-06-15 00:00:00;Калужская;2356;1;1002575;1;0
2020-06-15 00:00:00;Камчатский край;2117;1;313016;0;2
2020-06-15 00:00:00;Карачаево-Черкессия;770;0;465528;1;0
2020-06-15 00:00:00;Карелия;1129;2;614064;1;0
2020-06-15 00:00:00;Кемеровская;4882;1;2657854;1;0
2020-06-15 00:00:00;Кировская;1542;1;1262402;1;0
2020-06-15 00:00:00;Коми;3695;1;820473;0;1
2020-06-15 00:00:00;Костромская;19327;1;633385;1;0
2020-06-15 00:00:00;Краснодарский край;480;2;5675462;1;1
2020-06-15 00:00:00;Красноярский край;1164;1;2866255;1;1
2020-06-15 00:00:00;Крым;285;1;1912622;1;0
2020-06-15 00:00:00;Курганская;4933;1;827166;1;1
2020-06-15 00:00:00;Курская;684;1;1104008;1;0
2020-06-15 00:00:00;Ленинградская;5852;1;1875872;1;0
2020-06-15 00:00:00;Липецкая;1503;1;1139371;1;1
2020-06-15 00:00:00;Магаданская;1081;1;140149;1;0
2020-06-15 00:00:00;Марий Эл;756;1;679417;1;0
2020-06-15 00:00:00;Мордовия;181;0;790197;1;0
2020-06-15 00:00:00;Московская;249;1;7690863;1;1
2020-06-15 00:00:00;Мурманская;1240;2;741404;1;0
2020-06-15 00:00:00;Нижегородская;812;1;3202946;1;1
2020-06-15 00:00:00;Новгородская;200;1;596508;1;0
2020-06-15 00:00:00;Новосибирская;707;1;2798170;1;0
2020-06-15 00:00:00;Омская;240;2;1926665;0;1
2020-06-15 00:00:00;Оренбургская;780;1;1956835;1;0
2020-06-15 00:00:00;Орловская;191;1;733498;1;0
2020-06-15 00:00:00;Пензенская;2513;1;1305563;0;1
2020-06-15 00:00:00;Пермский край;1538;1;2599260;0;1
2020-06-15 00:00:00;Приморский край;116;1;1895868;0;1
2020-06-15 00:00:00;Псковская;1651;0;626115;1;0
2020-06-15 00:00:00;Ростовская;700;1;4197821;1;0
2020-06-15 00:00:00;Рязанская;1659;1;1108847;1;2
2020-06-15 00:00:00;Самарская;2647;1;3179532;1;0
2020-06-15 00:00:00;Санкт-Петербург;1407;0;5398064;1;0
2020-06-15 00:00:00;Саратовская;458;1;2421895;1;0
2020-06-15 00:00:00;Саха;488;1;971996;0;3
2020-06-15 00:00:00;Сахалинская;481;3;488257;1;0
2020-06-15 00:00:00;Свердловская;944;1;4310681;1;0
2020-06-15 00:00:00;Севастополь;888;2;449138;1;0
2020-06-15 00:00:00;Северная Осетия;619;1;696837;1;0
2020-06-15 00:00:00;Смоленская;3294;0;934889;1;0
2020-06-15 00:00:00;Ставропольский край;710;1;2803573;1;1
2020-06-15 00:00:00;Тамбовская;263;1;1006748;0;3
2020-06-15 00:00:00;Татарстан;685;1;3902888;1;1
2020-06-15 00:00:00;Тверская;630;1;1260379;1;0
2020-06-15 00:00:00;Томская;1950;1;1079271;1;0
2020-06-15 00:00:00;Тульская;2355;1;1466127;1;2
2020-06-15 00:00:00;Тыва;267;0;327383;1;0
2020-06-15 00:00:00;Тюменская;285;2;1537416;1;0
2020-06-15 00:00:00;Удмуртия;376;1;1500955;1;0
2020-06-15 00:00:00;Ульяновская;3042;1;1229824;0;1
2020-06-15 00:00:00;Хабаровский край;137;1;1315643;1;0
2020-06-15 00:00:00;Хакасия;817;1;534262;1;0
2020-06-15 00:00:00;ХМАО;392;0;1674676;1;0
2020-06-15 00:00:00;Челябинская;317;1;3466369;1;0
2020-06-15 00:00:00;Чечня;462;2;1478726;0;1
2020-06-15 00:00:00;Чувашия;137;0;1217818;0;1
2020-06-15 00:00:00;Ямало-Ненецкий АО;0;1;544444;1;0
2020-06-15 00:00:00;Ярославская;0;1;1253389;1;0
2020-06-22 00:00:00;Адыгея;764;1;463088;1;1
2020-06-22 00:00:00;Алтай;10603;1;220181;1;0
2020-06-22 00:00:00;Алтайский край;110;1;2317153;1;0
2020-06-22 00:00:00;Амурская;733;0;790044;1;0
2020-06-22 00:00:00;Архангельская;1682;1;1092424;1;1
2020-06-22 00:00:00;Астраханская;1978;2;1005782;1;1
2020-06-22 00:00:00;Башкортостан;1541;1;4038151;1;1
2020-06-22 00:00:00;Белгородская;5628;1;1549151;1;0
2020-06-22 00:00:00;Брянская;1371;1;1192491;1;1
2020-06-22 00:00:00;Бурятия;3033;1;985937;1;0
2020-06-22 00:00:00;Владимирская;2117;1;1358416;1;1
2020-06-22 00:00:00;Волгоградская;1362;1;2491036;1;0
